School Name,Rk,Gtm,Score Tm_adv,Score OT_adv,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team 2P,Team 2PA,Team 2P%,Team eFG%,Team FT,Team FTA,Team FT%,Team ORB,Team DRB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent 2P,Opponent 2PA,Opponent 2P%,Opponent eFG%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent DRB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,_bas,Type_bas,Score Rslt_bas,Score OT_bas,Advanced ORtg,Advanced DRtg,Advanced Pace,Advanced FTr,Advanced 3PAr,Advanced TS%,Advanced TRB%,Advanced AST%,Advanced STL%,Advanced BLK%,Offensive Four Factors eFG%,Offensive Four Factors TOV%,Offensive Four Factors ORB%,Offensive Four Factors FT/FGA,Defensive Four Factors eFG%,Defensive Four Factors TOV%,Defensive Four Factors DRB%,Defensive Four Factors FT/FGA
NC STATE,29,29,69.6,,22.8,57.2,0.3992,9.4,27.4,0.3402,13.4,29.8,0.4586,0.4816,14.6,18.4,0.7948,9,22,31,15.4,5,3,10.4,18,26.4,56.6,0.468,5.2,14.4,0.3478,21.2,42.2,0.5018,0.513,15.8,21.8,0.7154,7.4,24.6,32,12.6,5.6,2.4,10.2,15.2,,,,,101.4,107.66,68.54,0.3276,0.4796,0.5282,49.46,66.86,7.3,7.06,0.4816,13.6,27.06,0.2594,0.513,13.38,72.94,0.29
NEBRASKA,31,30.5,83.25,,29.75,64.75,0.455,7.5,24,0.30475,22.25,40.75,0.5425,0.51175,16.25,23.25,0.6935,10.5,22.75,33.25,13.5,6.75,1.5,8.75,18,30,60,0.4985,9.75,25.25,0.386,20.25,34.75,0.58125,0.57975,16.25,23,0.671,7.5,24.25,31.75,15.75,4.25,2.75,10,18.25,,,,,111.625,115.925,69.3,0.35875,0.36975,0.5435,51.275,46.05,9.325,4.3,0.51175,10.2,30.225,0.2495,0.57975,12.525,69.775,0.261
NEVADA,31,31,65.6,,23.2,56.8,0.4062,4.6,22.6,0.2026,18.6,34.2,0.544,0.4468,14.6,19.4,0.7626,7,23,30,12,4.4,4.8,7.4,19.4,24,54.4,0.4416,7.4,22.4,0.3268,16.6,32,0.5224,0.5096,16,22,0.728,6.8,26.2,33,13.8,5.4,3,8.8,19,,,,,98.06,107.42,66.64,0.3496,0.403,0.495,47.74,50.1,6.7,14.72,0.4468,9.84,20.92,0.2624,0.5096,11.92,79.08,0.2944
NEVADA-LAS VEGAS,31,31,67,,21.6,53.4,0.4072,6.2,21,0.2872,15.4,32.4,0.4802,0.4672,17.6,24,0.7278,9,26,35,12,5,3.6,9.8,16.4,24,57.6,0.4174,6.4,24.6,0.2586,17.6,33,0.5276,0.4732,12,17.4,0.729,7.4,22.8,30.2,14,7,4.4,7.8,19.6,,,,,101.7,100.68,65.92,0.4504,0.396,0.5222,53.46,55.68,7.6,12.34,0.4672,13.2,26.36,0.3278,0.4732,10.38,73.64,0.2082
NEW HAMPSHIRE,30,30,62,,23.2,60.6,0.3834,6.6,23,0.2936,16.6,37.6,0.4406,0.4386,9,14.2,0.6648,7,22.4,29.4,10.2,8,2.2,11.2,17,25.8,56.8,0.4558,8.4,23,0.3668,17.4,33.8,0.5178,0.5306,13.2,19,0.6776,9,26.8,35.8,13.6,5.4,6.2,13,14.2,,,,,88.16,103.3,70.7,0.234,0.3824,0.4632,45.24,43.68,11.2,6.96,0.4386,14.18,20.52,0.1496,0.5306,16.58,79.48,0.2344
NEW MEXICO,33,33,70.2,,26.6,59.2,0.4522,4.6,14.2,0.3222,22,45,0.4896,0.4908,12.4,19.2,0.6344,9.8,22.4,32.2,12.6,7,3.6,9.2,14.6,23.2,55.4,0.4192,6.8,22.8,0.2932,16.4,32.6,0.5082,0.4804,12.4,17.4,0.7052,7.8,23.4,31.2,11.8,5.6,4,11.6,17.2,,,,,103.82,97.48,67.58,0.3252,0.239,0.5158,50.92,47.1,10.32,11.18,0.4908,11.88,29.24,0.2108,0.4804,15.42,70.76,0.2278
NEW MEXICO STATE,30,30,68.8,,24,60.4,0.3978,6.4,20.2,0.3242,17.6,40.2,0.4402,0.4508,14.4,22.2,0.6814,11.6,23.6,35.2,10.6,5.8,2.2,7.2,17.8,20.4,51.2,0.3972,8.8,27.6,0.3226,11.6,23.6,0.4858,0.4826,16.2,20.6,0.7918,6.2,22.4,28.6,12,5.2,4.6,8.8,18.2,,,,,106,100.96,65.06,0.3754,0.3344,0.485,54.88,44.22,8.78,9.34,0.4508,9.06,34.08,0.2422,0.4826,12.44,65.92,0.3196
NEW ORLEANS,29,29,67.8,,25.2,64.8,0.387,4,16.6,0.2112,21.2,48.2,0.435,0.418,13.4,18.8,0.713,13.8,21.8,35.6,12.8,7.6,2.2,10.8,13,29.6,60.2,0.4936,10.8,28.8,0.3844,18.8,31.4,0.592,0.5848,11.4,16.2,0.71,7.8,23.6,31.4,19,7.8,4,9.8,16.2,,,,,96.54,116.08,70.34,0.3008,0.2576,0.4592,52.48,51.1,11.04,7.06,0.418,12.68,36.78,0.2144,0.5848,12.78,63.22,0.1918
NIAGARA,29,29,69.6,,24.2,53.2,0.457,8,21.8,0.3728,16.2,31.4,0.533,0.533,13.2,17.8,0.7258,5.8,23.6,29.4,12.2,5.2,1.8,11.6,14.8,26.6,60.2,0.4498,6.4,20.4,0.315,20.2,39.8,0.5194,0.5058,12.2,16.4,0.7218,8.6,23,31.6,14.2,5.8,2.6,8.6,16.4,,,,,103.18,107.1,66.06,0.3342,0.4128,0.5666,48.08,50.42,7.58,4.08,0.533,15.9,20.66,0.2476,0.5058,11.2,79.34,0.2082
NICHOLLS STATE,31,31,69.4,,23,56.4,0.4062,7.4,20.2,0.354,15.6,36.2,0.4292,0.4712,16,23.6,0.6628,9.6,24.8,34.4,11,9.2,3,11.8,15.2,24,58.4,0.4132,6.2,22,0.2686,17.8,36.4,0.4866,0.465,12.2,17.8,0.6842,9.8,22.6,32.4,11.4,8.6,5.4,12.2,15.4,,,,,99.24,95.9,67.86,0.44,0.3588,0.5102,51.26,47.5,13.34,8.24,0.4712,14.62,29.64,0.2982,0.465,15.4,70.36,0.219
NJIT,29,29,71.4,,25.6,61.2,0.4196,8.2,24.2,0.3462,17.4,37,0.4746,0.486,12,17.2,0.7026,8.2,23.2,31.4,8.8,5.4,2.8,10.4,19,27.6,60.2,0.4572,7.2,23.2,0.2676,20.4,37,0.5574,0.5172,17.4,24.2,0.6986,10,28.6,38.6,13.4,6.6,3.6,10.6,14.2,,,,,98.9,111.42,70.16,0.2942,0.3944,0.515,45.1,34.44,7.56,7.28,0.486,13.06,22.4,0.2022,0.5172,12.88,77.6,0.2992
NORFOLK STATE,33,33,70.2,,25.8,55.6,0.4642,2.6,12.8,0.2168,23.2,42.8,0.5522,0.488,16,21.4,0.7512,9.6,21.8,31.4,12.2,6.4,3.2,12,15,24.2,59.2,0.4086,8.8,25.4,0.329,15.4,33.8,0.4658,0.4826,13.6,18.4,0.7298,12.4,19.6,32,14.4,7,5.2,12.4,19.4,,,,,103.02,104.08,68.08,0.3974,0.2322,0.5334,49.52,47.82,9.32,9.04,0.488,15.42,32.28,0.295,0.4826,15.32,67.72,0.2296
NORTH ALABAMA,33,33,73.8,,25.8,59.6,0.4358,6.8,16.6,0.3986,19,43,0.447,0.4938,15.4,23.2,0.6624,10.2,24.2,34.4,9.6,7,3.6,7.8,16.6,22.4,56,0.3996,8.4,24.2,0.3436,14,31.8,0.4332,0.4766,15.4,20.6,0.7344,8.8,25,33.8,11.6,5,6.2,10.4,17.6,,,,,108.84,101.2,67.8,0.3962,0.2808,0.5256,50.44,36.96,10.32,10.68,0.4938,9.9,28.8,0.2648,0.4766,13.58,71.2,0.2878
NORTH CAROLINA,35,35,74.8,,25.4,57.8,0.4404,8.6,23,0.359,16.8,34.8,0.4802,0.5152,15.4,20.6,0.7256,7.4,27,34.4,15.4,6,3.6,10.4,18,23,58.2,0.3988,5.8,22.2,0.2628,17.2,36,0.486,0.4494,13.8,21,0.6562,7.8,24.2,32,9.8,6.8,4,10,16.2,,,,,106.22,93.06,70.5,0.36,0.3974,0.5546,51.9,59.64,8.48,9.88,0.5152,13.3,23.82,0.2696,0.4494,12.72,76.18,0.239
NORTH CAROLINA A&T,30,30,57,,20,53,0.3758,6.2,20.8,0.3018,13.8,32.2,0.4218,0.4342,10.8,14.8,0.7356,8.8,24.6,33.4,9.2,4.8,3,12.8,12.2,23.8,57.6,0.4118,10,26.8,0.3582,13.8,30.8,0.4414,0.4972,10,13.6,0.728,8,23.2,31.2,15.4,7.8,4,8,15,,,,,88.86,105.52,64.06,0.2788,0.3926,0.4744,52.14,47.18,7.48,9.64,0.4342,17.7,28.02,0.2038,0.4972,11.06,71.98,0.178
NORTH CAROLINA CENTRAL,31,31,76,,25,53.4,0.4678,6,18.6,0.3122,19,34.8,0.5522,0.5236,20,27.8,0.7462,7.8,18.4,26.2,14.2,5.4,2,14.4,18.2,30.4,59.8,0.51,6.6,18,0.3812,23.8,41.8,0.5632,0.5656,14,18.6,0.7682,9.6,20,29.6,15.8,9,3.4,11,20,,,,,106.2,113.66,70,0.5206,0.3442,0.5712,46.68,56.78,7.58,4.48,0.5236,17.94,27.82,0.3766,0.5656,13.78,72.18,0.2382
NORTH DAKOTA,31,31,76.6,,28,61.4,0.4582,8.4,24.6,0.3424,19.6,36.8,0.5338,0.5274,12.2,18,0.6722,9.2,25.2,34.4,15,4.2,3.2,12.2,17.8,28.4,62.8,0.455,8.2,26.6,0.3118,20.2,36.2,0.5664,0.5214,16.8,21,0.8126,8.6,24,32.6,15.6,7,2.4,7.4,16.2,,,,,106.38,113.62,72.26,0.2934,0.4014,0.5498,52.16,53.6,5.76,8.72,0.5274,14.7,29.2,0.199,0.5214,9.32,70.8,0.2634
NORTH DAKOTA STATE,30,30,81.8,,27.8,60,0.4636,11,28.2,0.3802,16.8,31.8,0.5286,0.556,15.2,18.8,0.817,7.6,22.4,30,14.2,6.8,1.6,9.8,16,28.8,64.2,0.4498,8.4,22.2,0.3926,20.4,42,0.4848,0.5162,12.8,17.6,0.729,11.2,24.4,35.6,11,4.8,2.2,10.6,17.4,,,,,114.58,110.3,69.86,0.313,0.471,0.5946,45.54,51.14,9.54,3.9,0.556,12.06,23.66,0.2526,0.5162,12.8,76.36,0.198
NORTH FLORIDA,30,30,77.6,,27.4,63.4,0.4338,13,34.6,0.3778,14.4,28.8,0.4962,0.5376,9.8,13.4,0.7222,6.8,23.2,30,15.6,7.2,3.8,11.2,15.4,32.6,65,0.5012,5.6,15.6,0.357,27,49.4,0.5462,0.5444,10.4,14.8,0.6984,8.8,25.4,34.2,14.8,6.6,4.2,10,14.4,,,,,105.52,110.6,73.72,0.2106,0.5468,0.5588,47.32,56.98,9.62,7.84,0.5376,13.98,22.22,0.154,0.5444,12.12,77.78,0.1638
NORTH TEXAS,34,33.5,64.25,,23.25,56,0.41925,6.25,17.5,0.3575,17,38.5,0.4465,0.476,11.5,15.75,0.73875,10,22.25,32.25,9,5.75,3.5,9.5,12.5,24.25,57.5,0.42425,6.5,22,0.2865,17.75,35.5,0.51575,0.481,8,12,0.6445,8.75,20.5,29.25,11.5,6,3.25,10.5,14.75,,,,,101.625,99.55,63.95,0.283,0.31425,0.51125,52.5,39.675,9,9.025,0.476,12.8,31.925,0.207,0.481,14.1,68.075,0.13975
NORTHEASTERN,30,30,67.8,,25.2,59.2,0.4262,7.8,22.2,0.3468,17.4,37,0.4692,0.4916,9.6,13.8,0.7566,8,19.6,27.6,13.2,8.6,5.4,10.2,15.8,25.8,55.2,0.4662,6.8,19,0.3552,19,36.2,0.5252,0.5278,10.4,15.8,0.6232,8,25.2,33.2,11.2,6,4,14,14.8,,,,,99.76,100.78,68.32,0.2378,0.3724,0.5154,45.4,52.12,12.42,14.86,0.4916,12.98,24.6,0.164,0.5278,18.16,75.4,0.1952
NORTHERN ARIZONA,32,32,72.8,,28.2,60.4,0.4692,7.8,19.6,0.4228,20.4,40.8,0.4976,0.5354,8.6,13.8,0.617,7.8,19.6,27.4,11.8,6,0.6,10,16.4,27.2,53.4,0.5132,6.6,16.6,0.404,20.6,36.8,0.5634,0.5746,13.8,19.6,0.7042,6.8,21.8,28.6,11.6,4.6,2.8,11.2,13.6,,,,,107.14,109.44,68.14,0.2412,0.3262,0.547,48.8,41.8,8.78,1.68,0.5354,13.12,26.54,0.1512,0.5746,15.24,73.46,0.2722
NORTHERN COLORADO,33,33,74.2,,26.6,56.6,0.4762,8,20,0.409,18.6,36.6,0.5178,0.5466,13,17.2,0.75,7.6,23.4,31,12.4,5.8,1.6,11.8,17.8,21.8,52,0.4234,5.8,18,0.3406,16,34,0.4682,0.4788,17.2,21.4,0.8044,6.2,19.8,26,7.6,7.6,3.2,10.6,15.8,,,,,109.72,98.24,67.78,0.3084,0.3558,0.5782,53.22,47.3,8.54,4.68,0.5466,15.34,25.84,0.235,0.4788,14.56,74.16,0.339
NORTHERN ILLINOIS,29,29,69,,23.4,58,0.4052,11.4,31.4,0.3704,12,26.6,0.444,0.5048,10.8,16.2,0.6548,5.8,21.8,27.6,12.8,5.6,3,11.6,19.6,25.4,55.4,0.4572,8.4,20,0.4284,17,35.4,0.4858,0.5332,19.2,28.2,0.675,8.4,28.8,37.2,14.2,7.6,3.4,10.4,15,,,,,97.14,110.56,67.9,0.276,0.5436,0.5268,42.38,56.34,7.82,9.08,0.5048,14.82,16.82,0.1828,0.5332,12.94,83.18,0.357
NORTHERN IOWA,31,31,62.8,,23,53.6,0.429,6.4,19.6,0.3444,16.6,34,0.4894,0.4886,10.4,15.4,0.7022,5.6,23.4,29,12.4,5.2,3.2,10,13.8,24,57.2,0.4192,8,22.2,0.3604,16,35,0.4576,0.4898,9.2,13.6,0.6936,9,24.8,33.8,11,7,4,9.8,15.8,,,,,97.24,100.46,63.44,0.2944,0.3616,0.5162,46.82,52.38,8,8.96,0.4886,14.1,18.94,0.1974,0.4898,13.12,81.06,0.1602
NORTHERN KENTUCKY,31,31,80,,29,62.8,0.4628,9.4,25.8,0.3578,19.6,37,0.5304,0.5384,12.6,16.8,0.7074,10.8,21.8,32.6,15.2,5.6,2.8,10.2,15.6,25.4,58,0.4386,7.6,22.2,0.3104,17.8,35.8,0.49,0.5036,14.2,17.6,0.82,8.6,21,29.6,11.8,6.4,3.2,10.8,15.8,,,,,115.16,104.84,69.38,0.2714,0.413,0.564,52.68,52.68,7.96,8.38,0.5384,12.4,34.06,0.2044,0.5036,13.94,65.94,0.2488
NORTHWESTERN,31,31,66.6,,22.8,54,0.4222,6.2,20.4,0.3012,16.6,33.6,0.4924,0.4802,14.8,20.2,0.7444,7.6,21.4,29,15,4.6,4,9.4,17.8,22.4,54.8,0.4086,7.4,22.2,0.34,15,32.6,0.4602,0.4762,15.4,19.6,0.7728,9.6,23.2,32.8,13.8,6.6,3.8,11.4,17.2,,,,,101.76,102.88,65.64,0.374,0.378,0.5244,46.56,64.96,7.04,12.26,0.4802,12.78,24.46,0.274,0.4762,14.88,75.54,0.2862
NORTHWESTERN STATE,30,30,67.2,,22.6,50.4,0.4504,8.6,19.4,0.449,14,31,0.4502,0.5348,13.4,16.6,0.8118,8.6,19.8,28.4,11.2,7.4,2.8,12.2,16.6,21.6,50.6,0.4268,6.6,18.6,0.363,15,32,0.4704,0.4926,15.8,21.4,0.7374,8.4,19,27.4,10.6,7.8,3,11,14.2,,,,,107.3,104.54,62.64,0.3346,0.3822,0.578,50.62,50.72,11.76,8.7,0.5348,17.3,31.5,0.2706,0.4926,15.2,68.5,0.3178
NOTRE DAME,31,31,70,,24.2,58.2,0.4106,6.4,20.2,0.3126,17.8,38,0.4648,0.4652,15.2,21.8,0.7108,6.8,27.4,34.2,8.8,5.8,2.6,10.6,15.8,26.2,62.6,0.4152,7,23,0.29,19.2,39.6,0.4794,0.4712,14.2,17.8,0.8184,7.4,25,32.4,12.8,6.6,3.2,9.2,17.6,,,,,94.54,100.1,66.06,0.3802,0.3528,0.5034,51.34,36.64,7.94,6.34,0.4652,13.56,21.9,0.2624,0.4712,11.7,78.1,0.2178
OAKLAND,32,32,79.4,,28,57.6,0.4852,9,22.8,0.393,19,34.8,0.5442,0.5628,14.4,20.6,0.7496,7,22.8,29.8,19.2,5.8,3,11.8,19,26.4,61.2,0.434,7.2,24.2,0.2882,19.2,37,0.5236,0.4922,14,20.2,0.6502,10.2,19.2,29.4,17.8,5.6,3.4,10.4,20.4,,,,,110.76,103.22,68.32,0.3604,0.3964,0.588,50.7,68.36,8.12,7.58,0.5628,14.9,26.86,0.25,0.4922,12.88,73.14,0.2286
OHIO,30,30,78.8,,28.6,61.8,0.4636,7.6,21.2,0.3596,21,40.6,0.517,0.526,14,19.2,0.7104,6.4,20.6,27,13,7.8,1.8,9.8,16.8,30.2,61,0.4958,6.2,18.2,0.348,24,42.8,0.562,0.547,16.8,21,0.7782,8.2,26.8,35,12.4,6.6,3.8,12.4,17.6,,,,,105.58,111.76,72.94,0.3164,0.3462,0.5572,43.68,46.3,10.56,4.38,0.526,12.16,19.24,0.2316,0.547,14.86,80.76,0.2728
OHIO STATE,30,30,78.8,,25.8,59,0.4384,8.4,25.4,0.3364,17.4,33.6,0.5156,0.5108,18.8,24.2,0.7856,8,17.6,25.6,13.8,7,2.8,9.4,19.2,27.8,57.2,0.487,8.4,22,0.377,19.4,35.2,0.561,0.5604,17.6,23,0.7828,9.2,21.4,30.6,16.8,5.2,4.2,11.4,20,,,,,109.38,113.8,67.58,0.4066,0.4292,0.5552,45.74,53.56,10.04,8.24,0.5108,11.96,26.92,0.317,0.5604,14.68,73.08,0.3172
OKLAHOMA,32,32,79.2,,25.6,56.6,0.4508,7.8,21.6,0.3522,17.8,35,0.5044,0.5196,20.2,24.8,0.8152,7,21.8,28.8,12,6.4,1.4,9.2,18.8,26.8,59.6,0.4494,8.2,25.8,0.3202,18.6,33.8,0.5568,0.5178,14.8,20.6,0.7084,10.6,24.4,35,12.8,6,3,10.8,21.6,,,,,112.74,109.12,70.08,0.4418,0.381,0.5786,45.42,45.76,9.18,4.16,0.5196,11.84,22.8,0.3594,0.5178,13.5,77.2,0.2494
OKLAHOMA STATE,33,33,75.8,,27.6,60.4,0.4566,7.6,16.8,0.4788,20,43.6,0.4624,0.5194,13,20,0.6456,9,23,32,14,10,3.6,15,17.2,27.4,64.6,0.4224,7.6,22,0.3542,19.8,42.6,0.4592,0.4828,13,19.4,0.6648,11.2,23.2,34.4,15.4,9.6,5.6,13.2,18.4,,,,,99.94,99.24,75.86,0.3296,0.279,0.5406,48,50.24,13.18,9.1,0.5194,17.74,26.76,0.2128,0.4828,15.24,73.24,0.2058
OLD DOMINION,33,33,62.4,,21.4,59.4,0.3634,6.8,22.2,0.3202,14.6,37.2,0.3928,0.421,12.8,16.4,0.7962,11.2,23.8,35,9.6,5.2,5.8,9.8,15.2,21,56.2,0.3724,5.2,19.6,0.2588,15.8,36.6,0.4268,0.4192,12.8,18,0.7166,9.6,22.4,32,9,7.2,4.8,8.8,13.4,,,,,96.7,92.3,64.86,0.2736,0.3712,0.4682,52.82,44.72,7.92,15.94,0.421,12.72,34.28,0.2146,0.4192,11.92,65.72,0.2276
OMAHA,33,33,77.6,,27.6,62.6,0.4466,8,26.4,0.3164,19.6,36.2,0.537,0.5106,14.4,20.4,0.7126,11,29,40,13.8,6.4,2,8.6,16.4,23.4,61.8,0.3778,10.4,32,0.3254,13,29.8,0.448,0.4622,13,19.2,0.6892,8.8,23,31.8,11.6,5,3.2,8.6,17.6,,,,,109.62,100.12,70.32,0.3356,0.4146,0.5402,56.08,50.6,9.08,6.4,0.5106,10.6,31.24,0.2372,0.4622,10.84,68.76,0.2084
ORAL ROBERTS,28,28,62.6,,20.4,53.6,0.3814,7.8,26,0.2936,12.6,27.6,0.4562,0.4528,14,17.8,0.7842,4.2,22.4,26.6,8.2,4.6,3.4,8.2,17.4,25.8,58.6,0.4406,9.2,25,0.3736,16.6,33.6,0.4952,0.5184,12.6,17.2,0.7458,9.2,27.6,36.8,13.4,4.6,2.4,8.4,16.8,,,,,94.66,111.38,66.02,0.3346,0.4806,0.5038,42.08,40.7,6.98,10.24,0.4528,11.78,13.62,0.2632,0.5184,11.26,86.38,0.2272
OREGON,33,33,76,,28.2,57.2,0.4938,7,20.2,0.3446,21.2,37,0.577,0.5548,12.6,18.4,0.7088,7,27.8,34.8,12.4,6.4,2.6,12.6,16.2,25,62.2,0.4036,6.8,21.4,0.3392,18.2,40.8,0.4538,0.4586,12.2,19,0.6088,9.6,22.2,31.8,15.2,6.4,2.8,10,15.8,,,,,106.14,96,69.96,0.3218,0.3558,0.5786,52.3,44.9,9.04,6.64,0.5548,16.24,24.06,0.2226,0.4586,12.36,75.94,0.2012
OREGON STATE,31,30.5,73,,23.5,51,0.46225,5.25,15.75,0.346,18.25,35.25,0.53025,0.5135,20.75,28,0.73075,8,21.75,29.75,12.75,4.75,2.5,8.25,18.5,25.5,56.25,0.45475,9,23.25,0.387,16.5,33,0.507,0.5355,14.5,18.5,0.787,9.25,19.25,28.5,15.25,3.75,3.5,7.5,21,,,,,114.125,117.3,63.925,0.5445,0.30825,0.56825,50.875,53.925,7.475,7.6,0.5135,11.325,28.4,0.40325,0.5355,10.15,71.6,0.26225
PACIFIC,31,31,67.8,,22.6,53.2,0.4286,5.2,18,0.3266,17.4,35.2,0.4958,0.4786,17.4,22.8,0.771,7.2,23.6,30.8,11,5.8,2.8,14.2,17.4,28.8,60.2,0.4772,8.2,24.4,0.3396,20.6,35.8,0.5842,0.5438,16,20.4,0.7878,7.6,23,30.6,15.2,9,2.8,8.8,18.2,,,,,95.86,115.32,71.08,0.4354,0.3334,0.533,49.94,48.04,8.12,7.7,0.4786,18.04,23.44,0.3322,0.5438,10.92,76.56,0.27
PENN STATE,29,29,77.2,,27.2,53,0.5122,7.2,18.6,0.3836,20,34.4,0.5856,0.5794,15.6,19.2,0.8112,5,24.8,29.8,17.2,7,5.2,13.2,16.2,25.4,59.6,0.4348,7.8,22.2,0.3746,17.6,37.4,0.477,0.5008,13,17.2,0.7792,7.2,21,28.2,17.8,8.4,3,10.6,16.4,,,,,109.18,101.14,70.76,0.37,0.3492,0.6216,51.1,63.86,9.94,13.72,0.5794,17.5,19.22,0.3024,0.5008,13.68,80.78,0.2202
PENNSYLVANIA,25,25,78.2,,28.8,61.4,0.4704,6.8,22.2,0.3026,22,39.2,0.56,0.526,13.8,16.8,0.8212,6.4,26,32.4,14.8,5.2,1.4,10.8,15,29.8,65,0.4614,12.2,33.6,0.357,17.6,31.4,0.5644,0.5562,13.4,17,0.7682,6,23.6,29.6,20,6,2.4,7.4,16,,,,,105.32,115.44,72.54,0.2746,0.361,0.5652,51.56,49.84,6.98,4.22,0.526,13.4,19.94,0.2256,0.5562,9.28,80.06,0.2076
PEPPERDINE,33,33,76.6,,27,59,0.4584,8.4,23.6,0.3552,18.6,35.4,0.539,0.5304,14.2,19.6,0.735,7.4,21.4,28.8,16.2,5.4,2.2,7.6,17.2,28.2,62,0.4546,9,24.8,0.3404,19.2,37.2,0.5122,0.5262,11.8,17.4,0.6806,9.4,24,33.4,16,4.8,2.8,9.2,17.2,,,,,110.36,111.44,69.3,0.3348,0.4022,0.562,46.06,58.6,7.62,6.28,0.5304,9.86,23.04,0.2426,0.5262,11.58,76.96,0.1968
PITTSBURGH,30,30,69,,23.2,57.8,0.4014,8,26.6,0.3002,15.2,31.2,0.4892,0.4702,14.6,18.8,0.7866,8.8,20.8,29.6,13,7.6,2.2,10,18,21.8,50.8,0.4312,7.6,23.6,0.3234,14.2,27.2,0.52,0.5076,17.8,23.2,0.7856,7,23.4,30.4,12.8,5.6,2.8,11.8,16.6,,,,,102.44,102.46,67.26,0.327,0.4546,0.5144,49.04,55.08,11.32,8.34,0.4702,13.06,27.76,0.254,0.5076,16.04,72.24,0.3572
PORTLAND,30,30,77.4,,28.8,60.2,0.479,9,24.4,0.3644,19.8,35.8,0.5524,0.5534,10.8,14.2,0.7544,6,22.6,28.6,16.8,4,2.4,9.4,14.6,29.4,64,0.4594,9,24.4,0.3654,20.4,39.6,0.52,0.5294,9.6,11.2,0.8396,8.4,23.6,32,16.8,6.4,3,9.4,15.2,,,,,110.02,110.1,70.36,0.2372,0.4038,0.5774,47.04,58.8,5.72,5.9,0.5534,12.2,19.76,0.1782,0.5294,12,80.24,0.155
PORTLAND STATE,30,30,67,,24.8,60,0.4156,6.4,22.8,0.3006,18.4,37.2,0.5086,0.467,11,18.8,0.5714,10.8,23.2,34,13,5.8,3.2,10.2,17.6,23,55.6,0.4164,5.6,23.6,0.2302,17.4,32,0.554,0.4674,13.2,19.6,0.6444,7.4,23.4,30.8,11.4,6.4,3.2,11.6,16,,,,,97.74,93.76,67,0.3224,0.3728,0.4864,52.76,52.9,8.36,9.8,0.467,12.96,32.3,0.189,0.4674,15.06,67.7,0.2378
PRAIRIE VIEW,30,30,65.4,,24.8,58.2,0.4248,5.8,20.4,0.285,19,37.8,0.5014,0.4752,10,16.8,0.5898,8.4,15.2,23.6,12.2,7.6,4.4,9.6,12.8,27.6,55,0.4988,7.2,16.8,0.4316,20.4,38.2,0.5332,0.5634,11.6,16.8,0.7074,8.4,25,33.4,15.6,5.8,4,13.2,15.8,,,,,96.6,109.22,67.58,0.2996,0.3512,0.4942,41.32,48.88,11.2,11.32,0.4752,12.68,24.4,0.178,0.5634,17.38,75.62,0.217
PRESBYTERIAN,31,31,70.2,,25.2,55.8,0.4528,6.6,16.8,0.3926,18.6,39,0.4798,0.513,13.2,17.8,0.701,6.6,21.4,28,9.8,5.4,3,8.2,18.6,24.6,54.8,0.457,4.2,17.4,0.234,20.4,37.4,0.5586,0.4976,14.8,19.4,0.7712,8.2,23.2,31.4,10,4.2,2.6,10.6,16.8,,,,,106.14,103,64.64,0.332,0.3044,0.5488,47.24,38.6,8.12,7.6,0.513,11.44,21.82,0.2508,0.4976,14.32,78.18,0.2714
PRINCETON,28,28,71.2,,26.4,61.6,0.4316,11.2,33.4,0.3398,15.2,28.2,0.5564,0.524,7.2,9.6,0.8268,5.2,22.2,27.4,15.2,6.6,3,8.4,14.4,28,55.4,0.5028,8.4,22.4,0.3382,19.6,33,0.601,0.5762,10.8,13.6,0.8008,4.4,26.6,31,16.2,4.4,2.6,10.8,12.2,,,,,103.46,109.12,68.8,0.1572,0.5454,0.5406,47.18,56.74,9.54,8.9,0.524,11.28,16.2,0.1174,0.5762,14.78,83.8,0.1976
PROVIDENCE,30,30,65.8,,24.4,58.6,0.4194,8,24.6,0.3386,16.4,34,0.4758,0.4898,9,13.6,0.6564,10.8,21.8,32.6,13.8,6,1.8,12.8,13.6,28.2,57.8,0.4898,10.2,26,0.3904,18,31.8,0.5628,0.5778,11,14.8,0.7396,7.4,22.8,30.2,16.8,7.4,3.2,9.8,13,,,,,98.16,115.66,67.14,0.2502,0.4168,0.509,51.24,57.14,8.98,6.4,0.4898,16.4,30.7,0.1648,0.5778,13.12,69.3,0.1914
PURDUE,34,34,71,,24,56.8,0.425,8,22.6,0.3522,16,34.2,0.476,0.4974,15,20.4,0.744,11.6,20.8,32.4,14.2,3.8,1.2,8.8,14.2,25.6,58,0.4418,8.2,24.4,0.3362,17.4,33.6,0.5232,0.5132,9.4,14.2,0.6378,9.4,19.6,29,15.6,5,2.2,8.4,19.2,,,,,111.42,107.92,63.74,0.3598,0.4062,0.5372,53.06,60.96,5.94,3.32,0.4974,11.6,36.86,0.266,0.5132,11.5,63.14,0.1614
